[2024-11-01 10:09:19.541] [error] Unrecognized Content-Security-Policy directive 'prefetch-src'.
[2024-11-01 10:09:19.737] [error] Unrecognized Content-Security-Policy directive 'prefetch-src'.
[2024-11-01 10:09:19.738] [error] Unrecognized Content-Security-Policy directive 'prefetch-src'.
[2024-11-01 10:09:21.934] [info]  Initializing voice engine with audio subsystem: standard
[2024-11-01 10:09:22.011] [info]  [default] [BUILD INFO] Release Channel: stable, Build Number: 339221, Version Hash: 36872679de2a9e11cc7bc69924d1a64fdb46f66f
[2024-11-01 10:09:22.143] [info]  [default] [NATIVE INFO] host 0.0.72, modules: discord_desktop_core: 1, discord_erlpack: 1, discord_spellcheck: 1, discord_utils: 1, discord_voice: 1, discord_zstd: 1, build: null
[2024-11-01 10:09:22.184] [error] [Spellchecker] sh is not a valid locale.
[2024-11-01 10:09:22.255] [info]  [Spellchecker] Switching to en-US (available)
[2024-11-01 10:09:22.256] [error] Unrecognized Content-Security-Policy directive 'prefetch-src'.
[2024-11-01 10:09:22.262] [error] Unrecognized Content-Security-Policy directive 'prefetch-src'.
[2024-11-01 10:09:28.705] [warn]  [CloudSyncUtils] CloudSync is not supported on this platform
[2024-11-01 10:09:28.831] [warn]  [DEPRECATED] Please use `subscribeWithSelector` middleware
[2024-11-01 10:09:29.068] [error] Unrecognized Content-Security-Policy directive 'prefetch-src'.
[2024-11-01 10:09:29.068] [error] Unrecognized Content-Security-Policy directive 'prefetch-src'.
[2024-11-01 10:09:34.283] [warn]  The resource https://discordapp.com/assets/b21c5111a12372139409.woff2 was preloaded using link preload but not used within a few seconds from the window's load event. Please make sure it has an appropriate `as` value and it is preloaded intentionally.
[2024-11-01 10:09:34.284] [warn]  The resource https://discordapp.com/assets/f5b8aa3411dfc24ff2e6.woff2 was preloaded using link preload but not used within a few seconds from the window's load event. Please make sure it has an appropriate `as` value and it is preloaded intentionally.
[2024-11-01 10:09:34.284] [warn]  The resource https://discordapp.com/assets/8bd8143eff37936894aa.woff2 was preloaded using link preload but not used within a few seconds from the window's load event. Please make sure it has an appropriate `as` value and it is preloaded intentionally.
[2024-11-01 10:09:34.284] [warn]  The resource https://discordapp.com/assets/48a594e29497835802fe.woff2 was preloaded using link preload but not used within a few seconds from the window's load event. Please make sure it has an appropriate `as` value and it is preloaded intentionally.
[2024-11-01 10:09:34.284] [warn]  The resource https://discordapp.com/assets/452d7be36bf4b23241bd.woff2 was preloaded using link preload but not used within a few seconds from the window's load event. Please make sure it has an appropriate `as` value and it is preloaded intentionally.
[2024-11-01 10:09:34.284] [warn]  The resource https://discordapp.com/assets/8234e0a75aa9afb205bd.woff2 was preloaded using link preload but not used within a few seconds from the window's load event. Please make sure it has an appropriate `as` value and it is preloaded intentionally.
[2024-11-01 10:09:41.003] [info]  [RPCServer:WSS] Starting on 6463
[2024-11-01 10:09:41.009] [info]  [RPCServer:IPC] Starting on /run/user/1000/discord-ipc-0
[2024-11-01 10:09:41.050] [info]  [LoginQRSocket] [0ms] connecting to wss://remote-auth-gateway.discord.gg/?v=2
[2024-11-01 10:09:41.509] [info]  [LoginQRSocket] [459ms] got hello, auth timeout=339753ms
[2024-11-01 10:16:55.044] [info]  [LoginQRSocket] document is not visible, will defer reconnection when document becomes visible.
[2024-11-01 10:17:29.046] [info]  [LoginQRSocket] [467973ms] heartbeat timeout, reconnecting.
[2024-11-01 10:17:29.046] [error] [LoginQRSocket] Could not complete QR code login, trying to restart with a new QR code.
[2024-11-01 10:17:38.046] [info]  [LoginQRSocket] document is not visible, will defer reconnection when document becomes visible.
[2024-11-01 10:18:10.046] [info]  [LoginQRSocket] [508973ms] heartbeat timeout, reconnecting.
[2024-11-01 10:18:10.046] [error] [LoginQRSocket] Could not complete QR code login, trying to restart with a new QR code.
[2024-11-01 10:18:21.048] [info]  [LoginQRSocket] document is not visible, will defer reconnection when document becomes visible.
[2024-11-01 10:18:52.047] [info]  [LoginQRSocket] [550972ms] heartbeat timeout, reconnecting.
[2024-11-01 10:18:52.048] [error] [LoginQRSocket] Could not complete QR code login, trying to restart with a new QR code.
[2024-11-01 10:19:20.048] [info]  [LoginQRSocket] document is not visible, will defer reconnection when document becomes visible.
[2024-11-01 10:19:33.047] [info]  [LoginQRSocket] [591972ms] heartbeat timeout, reconnecting.
[2024-11-01 10:19:33.048] [error] [LoginQRSocket] Could not complete QR code login, trying to restart with a new QR code.
[2024-11-01 10:20:04.048] [info]  [LoginQRSocket] document is not visible, will defer reconnection when document becomes visible.
[2024-11-01 10:20:14.048] [info]  [LoginQRSocket] [632972ms] heartbeat timeout, reconnecting.
[2024-11-01 10:20:14.048] [error] [LoginQRSocket] Could not complete QR code login, trying to restart with a new QR code.
[2024-11-01 10:20:45.048] [info]  [LoginQRSocket] document is not visible, will defer reconnection when document becomes visible.
[2024-11-01 10:20:55.046] [info]  [LoginQRSocket] [673973ms] heartbeat timeout, reconnecting.
[2024-11-01 10:20:55.047] [error] [LoginQRSocket] Could not complete QR code login, trying to restart with a new QR code.
[2024-11-01 10:21:26.046] [info]  [LoginQRSocket] document is not visible, will defer reconnection when document becomes visible.
[2024-11-01 10:21:37.046] [info]  [LoginQRSocket] [715972ms] heartbeat timeout, reconnecting.
[2024-11-01 10:21:37.046] [error] [LoginQRSocket] Could not complete QR code login, trying to restart with a new QR code.
[2024-11-01 10:22:08.046] [info]  [LoginQRSocket] document is not visible, will defer reconnection when document becomes visible.
[2024-11-01 10:22:18.049] [info]  [LoginQRSocket] [756972ms] heartbeat timeout, reconnecting.
[2024-11-01 10:22:18.049] [error] [LoginQRSocket] Could not complete QR code login, trying to restart with a new QR code.
[2024-11-01 10:22:49.048] [info]  [LoginQRSocket] document is not visible, will defer reconnection when document becomes visible.
[2024-11-01 10:22:59.050] [info]  [LoginQRSocket] [797972ms] heartbeat timeout, reconnecting.
[2024-11-01 10:22:59.050] [error] [LoginQRSocket] Could not complete QR code login, trying to restart with a new QR code.
[2024-11-01 10:23:30.048] [info]  [LoginQRSocket] document is not visible, will defer reconnection when document becomes visible.
[2024-11-01 10:23:40.048] [info]  [LoginQRSocket] [838973ms] heartbeat timeout, reconnecting.
[2024-11-01 10:23:40.048] [error] [LoginQRSocket] Could not complete QR code login, trying to restart with a new QR code.
[2024-11-01 10:24:11.047] [info]  [LoginQRSocket] document is not visible, will defer reconnection when document becomes visible.
[2024-11-01 10:24:22.047] [info]  [LoginQRSocket] [880972ms] heartbeat timeout, reconnecting.
[2024-11-01 10:24:22.048] [error] [LoginQRSocket] Could not complete QR code login, trying to restart with a new QR code.
[2024-11-01 10:24:53.047] [info]  [LoginQRSocket] document is not visible, will defer reconnection when document becomes visible.
[2024-11-01 10:25:03.047] [info]  [LoginQRSocket] [921972ms] heartbeat timeout, reconnecting.
[2024-11-01 10:25:03.047] [error] [LoginQRSocket] Could not complete QR code login, trying to restart with a new QR code.
[2024-11-01 10:25:34.047] [info]  [LoginQRSocket] document is not visible, will defer reconnection when document becomes visible.
[2024-11-01 10:25:44.047] [info]  [LoginQRSocket] [962972ms] heartbeat timeout, reconnecting.
[2024-11-01 10:25:44.047] [error] [LoginQRSocket] Could not complete QR code login, trying to restart with a new QR code.
[2024-11-01 10:26:15.046] [info]  [LoginQRSocket] document is not visible, will defer reconnection when document becomes visible.
[2024-11-01 10:26:25.047] [info]  [LoginQRSocket] [1003973ms] heartbeat timeout, reconnecting.
[2024-11-01 10:26:25.047] [error] [LoginQRSocket] Could not complete QR code login, trying to restart with a new QR code.
[2024-11-01 10:26:56.046] [info]  [LoginQRSocket] document is not visible, will defer reconnection when document becomes visible.
[2024-11-01 10:27:07.046] [info]  [LoginQRSocket] [1045973ms] heartbeat timeout, reconnecting.
[2024-11-01 10:27:07.046] [error] [LoginQRSocket] Could not complete QR code login, trying to restart with a new QR code.
[2024-11-01 10:27:38.047] [info]  [LoginQRSocket] document is not visible, will defer reconnection when document becomes visible.
[2024-11-01 10:27:48.047] [info]  [LoginQRSocket] [1086972ms] heartbeat timeout, reconnecting.
[2024-11-01 10:27:48.047] [error] [LoginQRSocket] Could not complete QR code login, trying to restart with a new QR code.
[2024-11-01 10:28:19.047] [info]  [LoginQRSocket] document is not visible, will defer reconnection when document becomes visible.
[2024-11-01 10:28:29.046] [info]  [LoginQRSocket] [1127972ms] heartbeat timeout, reconnecting.
[2024-11-01 10:28:29.047] [error] [LoginQRSocket] Could not complete QR code login, trying to restart with a new QR code.
[2024-11-01 10:29:00.047] [info]  [LoginQRSocket] document is not visible, will defer reconnection when document becomes visible.
[2024-11-01 10:29:10.047] [info]  [LoginQRSocket] [1168973ms] heartbeat timeout, reconnecting.
[2024-11-01 10:29:10.047] [error] [LoginQRSocket] Could not complete QR code login, trying to restart with a new QR code.
[2024-11-01 10:29:41.046] [info]  [LoginQRSocket] document is not visible, will defer reconnection when document becomes visible.
[2024-11-01 10:29:52.046] [info]  [LoginQRSocket] [1210972ms] heartbeat timeout, reconnecting.
[2024-11-01 10:29:52.047] [error] [LoginQRSocket] Could not complete QR code login, trying to restart with a new QR code.
[2024-11-01 10:30:23.047] [info]  [LoginQRSocket] document is not visible, will defer reconnection when document becomes visible.
[2024-11-01 10:30:33.047] [info]  [LoginQRSocket] [1251972ms] heartbeat timeout, reconnecting.
[2024-11-01 10:30:33.047] [error] [LoginQRSocket] Could not complete QR code login, trying to restart with a new QR code.
[2024-11-01 10:31:04.046] [info]  [LoginQRSocket] document is not visible, will defer reconnection when document becomes visible.
[2024-11-01 10:31:14.047] [info]  [LoginQRSocket] [1292972ms] heartbeat timeout, reconnecting.
[2024-11-01 10:31:14.047] [error] [LoginQRSocket] Could not complete QR code login, trying to restart with a new QR code.
[2024-11-01 10:31:45.048] [info]  [LoginQRSocket] document is not visible, will defer reconnection when document becomes visible.
[2024-11-01 10:31:55.048] [info]  [LoginQRSocket] [1333973ms] heartbeat timeout, reconnecting.
[2024-11-01 10:31:55.048] [error] [LoginQRSocket] Could not complete QR code login, trying to restart with a new QR code.
[2024-11-01 10:32:26.047] [info]  [LoginQRSocket] document is not visible, will defer reconnection when document becomes visible.
[2024-11-01 10:32:37.048] [info]  [LoginQRSocket] [1375972ms] heartbeat timeout, reconnecting.
[2024-11-01 10:32:37.048] [error] [LoginQRSocket] Could not complete QR code login, trying to restart with a new QR code.
[2024-11-01 10:33:08.047] [info]  [LoginQRSocket] document is not visible, will defer reconnection when document becomes visible.
[2024-11-01 10:33:18.047] [info]  [LoginQRSocket] [1416972ms] heartbeat timeout, reconnecting.
[2024-11-01 10:33:18.047] [error] [LoginQRSocket] Could not complete QR code login, trying to restart with a new QR code.
[2024-11-01 10:33:49.048] [info]  [LoginQRSocket] document is not visible, will defer reconnection when document becomes visible.
[2024-11-01 10:33:59.048] [info]  [LoginQRSocket] [1457972ms] heartbeat timeout, reconnecting.
[2024-11-01 10:33:59.048] [error] [LoginQRSocket] Could not complete QR code login, trying to restart with a new QR code.
[2024-11-01 10:34:30.047] [info]  [LoginQRSocket] document is not visible, will defer reconnection when document becomes visible.
[2024-11-01 10:34:40.049] [info]  [LoginQRSocket] [1498973ms] heartbeat timeout, reconnecting.
[2024-11-01 10:34:40.049] [error] [LoginQRSocket] Could not complete QR code login, trying to restart with a new QR code.
[2024-11-01 10:35:11.048] [info]  [LoginQRSocket] document is not visible, will defer reconnection when document becomes visible.
[2024-11-01 10:35:22.047] [info]  [LoginQRSocket] [1540972ms] heartbeat timeout, reconnecting.
[2024-11-01 10:35:22.047] [error] [LoginQRSocket] Could not complete QR code login, trying to restart with a new QR code.
[2024-11-01 10:35:53.047] [info]  [LoginQRSocket] document is not visible, will defer reconnection when document becomes visible.
[2024-11-01 10:36:03.047] [info]  [LoginQRSocket] [1581972ms] heartbeat timeout, reconnecting.
[2024-11-01 10:36:03.047] [error] [LoginQRSocket] Could not complete QR code login, trying to restart with a new QR code.
[2024-11-01 10:36:34.047] [info]  [LoginQRSocket] document is not visible, will defer reconnection when document becomes visible.
[2024-11-01 10:36:44.048] [info]  [LoginQRSocket] [1622972ms] heartbeat timeout, reconnecting.
[2024-11-01 10:36:44.048] [error] [LoginQRSocket] Could not complete QR code login, trying to restart with a new QR code.
[2024-11-01 10:37:15.046] [info]  [LoginQRSocket] document is not visible, will defer reconnection when document becomes visible.
[2024-11-01 10:37:25.047] [info]  [LoginQRSocket] [1663973ms] heartbeat timeout, reconnecting.
[2024-11-01 10:37:25.048] [error] [LoginQRSocket] Could not complete QR code login, trying to restart with a new QR code.
[2024-11-01 10:37:56.047] [info]  [LoginQRSocket] document is not visible, will defer reconnection when document becomes visible.
[2024-11-01 10:38:07.047] [info]  [LoginQRSocket] [1705972ms] heartbeat timeout, reconnecting.
[2024-11-01 10:38:07.048] [error] [LoginQRSocket] Could not complete QR code login, trying to restart with a new QR code.
[2024-11-01 10:38:38.046] [info]  [LoginQRSocket] document is not visible, will defer reconnection when document becomes visible.
[2024-11-01 10:38:48.046] [info]  [LoginQRSocket] [1746972ms] heartbeat timeout, reconnecting.
[2024-11-01 10:38:48.047] [error] [LoginQRSocket] Could not complete QR code login, trying to restart with a new QR code.
[2024-11-01 10:39:19.047] [info]  [LoginQRSocket] document is not visible, will defer reconnection when document becomes visible.
[2024-11-01 10:39:29.047] [info]  [LoginQRSocket] [1787972ms] heartbeat timeout, reconnecting.
[2024-11-01 10:39:29.047] [error] [LoginQRSocket] Could not complete QR code login, trying to restart with a new QR code.
[2024-11-01 10:40:00.047] [info]  [LoginQRSocket] document is not visible, will defer reconnection when document becomes visible.
[2024-11-01 10:40:10.047] [info]  [LoginQRSocket] [1828973ms] heartbeat timeout, reconnecting.
[2024-11-01 10:40:10.047] [error] [LoginQRSocket] Could not complete QR code login, trying to restart with a new QR code.
[2024-11-01 10:40:41.048] [info]  [LoginQRSocket] document is not visible, will defer reconnection when document becomes visible.
[2024-11-01 10:40:52.047] [info]  [LoginQRSocket] [1870972ms] heartbeat timeout, reconnecting.
[2024-11-01 10:40:52.048] [error] [LoginQRSocket] Could not complete QR code login, trying to restart with a new QR code.
[2024-11-01 10:41:23.047] [info]  [LoginQRSocket] document is not visible, will defer reconnection when document becomes visible.
[2024-11-01 10:41:33.047] [info]  [LoginQRSocket] [1911972ms] heartbeat timeout, reconnecting.
[2024-11-01 10:41:33.047] [error] [LoginQRSocket] Could not complete QR code login, trying to restart with a new QR code.
[2024-11-01 10:42:04.047] [info]  [LoginQRSocket] document is not visible, will defer reconnection when document becomes visible.
[2024-11-01 10:42:14.047] [info]  [LoginQRSocket] [1952972ms] heartbeat timeout, reconnecting.
[2024-11-01 10:42:14.047] [error] [LoginQRSocket] Could not complete QR code login, trying to restart with a new QR code.
[2024-11-01 10:42:45.047] [info]  [LoginQRSocket] document is not visible, will defer reconnection when document becomes visible.
[2024-11-01 10:42:55.047] [info]  [LoginQRSocket] [1993973ms] heartbeat timeout, reconnecting.
[2024-11-01 10:42:55.047] [error] [LoginQRSocket] Could not complete QR code login, trying to restart with a new QR code.
[2024-11-01 10:43:26.047] [info]  [LoginQRSocket] document is not visible, will defer reconnection when document becomes visible.
[2024-11-01 10:43:37.047] [info]  [LoginQRSocket] [2035972ms] heartbeat timeout, reconnecting.
[2024-11-01 10:43:37.047] [error] [LoginQRSocket] Could not complete QR code login, trying to restart with a new QR code.
[2024-11-01 10:44:08.047] [info]  [LoginQRSocket] document is not visible, will defer reconnection when document becomes visible.
[2024-11-01 10:44:18.046] [info]  [LoginQRSocket] [2076972ms] heartbeat timeout, reconnecting.
[2024-11-01 10:44:18.047] [error] [LoginQRSocket] Could not complete QR code login, trying to restart with a new QR code.
[2024-11-01 10:44:49.047] [info]  [LoginQRSocket] document is not visible, will defer reconnection when document becomes visible.
[2024-11-01 10:44:59.047] [info]  [LoginQRSocket] [2117972ms] heartbeat timeout, reconnecting.
[2024-11-01 10:44:59.047] [error] [LoginQRSocket] Could not complete QR code login, trying to restart with a new QR code.
[2024-11-01 10:45:30.047] [info]  [LoginQRSocket] document is not visible, will defer reconnection when document becomes visible.
[2024-11-01 10:45:40.047] [info]  [LoginQRSocket] [2158973ms] heartbeat timeout, reconnecting.
[2024-11-01 10:45:40.047] [error] [LoginQRSocket] Could not complete QR code login, trying to restart with a new QR code.
[2024-11-01 10:46:11.047] [info]  [LoginQRSocket] document is not visible, will defer reconnection when document becomes visible.
[2024-11-01 10:46:22.047] [info]  [LoginQRSocket] [2200972ms] heartbeat timeout, reconnecting.
[2024-11-01 10:46:22.048] [error] [LoginQRSocket] Could not complete QR code login, trying to restart with a new QR code.
[2024-11-01 10:46:53.047] [info]  [LoginQRSocket] document is not visible, will defer reconnection when document becomes visible.
[2024-11-01 10:47:03.047] [info]  [LoginQRSocket] [2241972ms] heartbeat timeout, reconnecting.
[2024-11-01 10:47:03.047] [error] [LoginQRSocket] Could not complete QR code login, trying to restart with a new QR code.
[2024-11-01 10:47:34.049] [info]  [LoginQRSocket] document is not visible, will defer reconnection when document becomes visible.
[2024-11-01 10:47:44.047] [info]  [LoginQRSocket] [2282972ms] heartbeat timeout, reconnecting.
[2024-11-01 10:47:44.047] [error] [LoginQRSocket] Could not complete QR code login, trying to restart with a new QR code.
[2024-11-01 10:48:15.047] [info]  [LoginQRSocket] document is not visible, will defer reconnection when document becomes visible.
[2024-11-01 10:48:25.046] [info]  [LoginQRSocket] [2323973ms] heartbeat timeout, reconnecting.
[2024-11-01 10:48:25.047] [error] [LoginQRSocket] Could not complete QR code login, trying to restart with a new QR code.
[2024-11-01 10:48:56.047] [info]  [LoginQRSocket] document is not visible, will defer reconnection when document becomes visible.
[2024-11-01 10:49:07.047] [info]  [LoginQRSocket] [2365972ms] heartbeat timeout, reconnecting.
[2024-11-01 10:49:07.047] [error] [LoginQRSocket] Could not complete QR code login, trying to restart with a new QR code.
[2024-11-01 10:49:38.047] [info]  [LoginQRSocket] document is not visible, will defer reconnection when document becomes visible.
[2024-11-01 10:49:48.048] [info]  [LoginQRSocket] [2406972ms] heartbeat timeout, reconnecting.
[2024-11-01 10:49:48.048] [error] [LoginQRSocket] Could not complete QR code login, trying to restart with a new QR code.
[2024-11-01 10:50:19.047] [info]  [LoginQRSocket] document is not visible, will defer reconnection when document becomes visible.
[2024-11-01 10:50:29.047] [info]  [LoginQRSocket] [2447972ms] heartbeat timeout, reconnecting.
[2024-11-01 10:50:29.047] [error] [LoginQRSocket] Could not complete QR code login, trying to restart with a new QR code.
[2024-11-01 10:51:00.047] [info]  [LoginQRSocket] document is not visible, will defer reconnection when document becomes visible.
[2024-11-01 10:51:10.047] [info]  [LoginQRSocket] [2488973ms] heartbeat timeout, reconnecting.
[2024-11-01 10:51:10.047] [error] [LoginQRSocket] Could not complete QR code login, trying to restart with a new QR code.
[2024-11-01 10:51:41.047] [info]  [LoginQRSocket] document is not visible, will defer reconnection when document becomes visible.
[2024-11-01 10:51:52.046] [info]  [LoginQRSocket] [2530973ms] heartbeat timeout, reconnecting.
[2024-11-01 10:51:52.047] [error] [LoginQRSocket] Could not complete QR code login, trying to restart with a new QR code.
[2024-11-01 10:52:23.046] [info]  [LoginQRSocket] document is not visible, will defer reconnection when document becomes visible.
[2024-11-01 10:52:33.047] [info]  [LoginQRSocket] [2571972ms] heartbeat timeout, reconnecting.
[2024-11-01 10:52:33.047] [error] [LoginQRSocket] Could not complete QR code login, trying to restart with a new QR code.
[2024-11-01 10:53:04.047] [info]  [LoginQRSocket] document is not visible, will defer reconnection when document becomes visible.
[2024-11-01 10:53:14.049] [info]  [LoginQRSocket] [2612972ms] heartbeat timeout, reconnecting.
[2024-11-01 10:53:14.049] [error] [LoginQRSocket] Could not complete QR code login, trying to restart with a new QR code.
[2024-11-01 10:53:45.047] [info]  [LoginQRSocket] document is not visible, will defer reconnection when document becomes visible.
[2024-11-01 10:53:55.047] [info]  [LoginQRSocket] [2653973ms] heartbeat timeout, reconnecting.
[2024-11-01 10:53:55.047] [error] [LoginQRSocket] Could not complete QR code login, trying to restart with a new QR code.
[2024-11-01 10:54:26.046] [info]  [LoginQRSocket] document is not visible, will defer reconnection when document becomes visible.
[2024-11-01 10:54:37.046] [info]  [LoginQRSocket] [2695973ms] heartbeat timeout, reconnecting.
[2024-11-01 10:54:37.047] [error] [LoginQRSocket] Could not complete QR code login, trying to restart with a new QR code.
[2024-11-01 10:55:08.046] [info]  [LoginQRSocket] document is not visible, will defer reconnection when document becomes visible.
[2024-11-01 10:55:18.046] [info]  [LoginQRSocket] [2736973ms] heartbeat timeout, reconnecting.
[2024-11-01 10:55:18.047] [error] [LoginQRSocket] Could not complete QR code login, trying to restart with a new QR code.
[2024-11-01 10:55:49.046] [info]  [LoginQRSocket] document is not visible, will defer reconnection when document becomes visible.
[2024-11-01 10:55:59.046] [info]  [LoginQRSocket] [2777973ms] heartbeat timeout, reconnecting.
[2024-11-01 10:55:59.046] [error] [LoginQRSocket] Could not complete QR code login, trying to restart with a new QR code.
[2024-11-01 10:56:30.046] [info]  [LoginQRSocket] document is not visible, will defer reconnection when document becomes visible.
[2024-11-01 10:56:40.046] [info]  [LoginQRSocket] [2818973ms] heartbeat timeout, reconnecting.
[2024-11-01 10:56:40.046] [error] [LoginQRSocket] Could not complete QR code login, trying to restart with a new QR code.
[2024-11-01 10:57:11.046] [info]  [LoginQRSocket] document is not visible, will defer reconnection when document becomes visible.
[2024-11-01 10:57:22.046] [info]  [LoginQRSocket] [2860973ms] heartbeat timeout, reconnecting.
[2024-11-01 10:57:22.046] [error] [LoginQRSocket] Could not complete QR code login, trying to restart with a new QR code.
